Image_Key,Canton,Latitude,Longitude,Camera_Angle,Sequence_Key,Captured_At,Panorama
9ZMTzIBiRHmhpcMtn2uzGA,LU,47.0598649,8.3090978,354.874,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
NvycjT8Z0bnvlio63GxAhg,LU,47.0603886,8.3090239,349.42,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
tb5Ek5NSBjMhTAfnQrX87w,LU,47.0607612,8.3089337,353.211,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
W_vJKWLZETSiA1nBoihATA,LU,47.061016,8.3088689,339.781,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
c51sUxXKxBzWPdZz0ngfxg,LU,47.0613096,8.3087864,356.886,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
gobYTO32xX4oFyWhaFTjIA,LU,47.0613757,8.3087754,286.314,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
LZOW5y1xDDMJ2jAuSF7duQ,LU,47.061377,8.308769,270,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
1CdleNZPd7lUNrqYLoODAQ,LU,47.0613771,8.3087684,270,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
vpZQFEh6-oLa9J7XPgeC1Q,LU,47.061544,8.3087023,328.662,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
y08OaO1O8flTVeVOviiHOw,LU,47.0616295,8.3082737,271.82,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
9Nq1e4OAG23Bh5AFu4M_Dg,LU,47.0616006,8.3080215,267.071,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
hC65C532FG-0mbzRr8yDpw,LU,47.0616017,8.3078845,273.134,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
su4FYjJbdO4figd_JY4Awg,LU,47.0616442,8.3072868,267.244,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
oMyrhZHBKNWMZW9GxCbqOw,LU,47.0614304,8.3067064,209.621,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
bvKrOLzfj69tABP8F_aYQg,LU,47.0611439,8.3065135,215.633,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
l2Xs_nHXRUk5r6ZE22_ySQ,LU,47.0609097,8.3060352,245.467,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
CYdNaQaU8K0xN8D8tcw0Ow,LU,47.0606986,8.3053779,241.981,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
oibne_adJDzYL8r68Mi0Qg,LU,47.0604841,8.3046789,250.679,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
4vkJuKzMiIgXB8WGCL0dBA,LU,47.0603304,8.3039391,257.017,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
uarjDM0qR4eRUkNjOFSwvg,LU,47.0602526,8.3033526,260.935,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
7rUEyTeBeFIqYraHeHmK8w,LU,47.0603014,8.3027769,292.665,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
bDuBWc8FO-SeKc6YIfk4JQ,LU,47.0603678,8.3020649,270.602,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
DshqK-u6URS85wv10C-fFA,LU,47.0604298,8.3013575,281.447,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
zW88W-NuGF6YuY-ZwgoZIg,LU,47.0605099,8.3009335,310.031,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
Re1oTvtTD8av5APukLcerw,LU,47.0608069,8.3009185,31.4954,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
V6u2gLZQXQMP21NH_m0C2g,LU,47.0612157,8.3012788,10.0695,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
ha-Lo3bUnxxh2l6FGQFD6w,LU,47.0616635,8.3010551,315.885,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
VvvQsubIbK2DSbfPltC-jQ,LU,47.0620338,8.3005297,317.702,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
kkhoBlbeaqDbzL_GwJxt8Q,LU,47.0621957,8.2999319,260.938,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
EH8Y4hEEioANS7b-F9uMRA,LU,47.0620562,8.299201,252.213,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
msgYQfkSKo_axtsGv62r7w,LU,47.0619896,8.2985895,295.348,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
c3Yh0EhF2Yw1cPmZDy0PlQ,LU,47.0623625,8.2983288,354.673,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
LlApBvOPN3Td2kPsqukTkw,LU,47.0629268,8.2982311,355.001,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
UsOnCcsmAxLTNSCJRxDEtw,LU,47.0634192,8.2981125,338.079,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
TnT8U41krxrGobCVxFeKWw,LU,47.0637139,8.2976216,280.879,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
AdFE0IIHEg1h28nBuhqsLg,LU,47.0637445,8.2967948,278.569,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
0AMTVSZkJtRQwkBGfH9RGQ,LU,47.0640035,8.2965446,28.0021,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
-Mv_PA2rK9798CY9BdbCrg,LU,47.0642158,8.2972001,72.4132,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
mECN4YLiWuuVAcSvZlriBg,LU,47.0643819,8.2979924,71.1752,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
2LkEYWG_3PH48gVwPOmw-w,LU,47.064646,8.2982945,327.755,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
MXQsLN26W8HtuPaXtFkCAQ,LU,47.0647515,8.2976631,272.081,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
9MjAgIRbI9KG6L0yFb_5vQ,LU,47.0649934,8.2972576,356.415,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
Kosw5rfPefJVugnVedyR8A,LU,47.0654676,8.2973488,359.885,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
OKPsh1SUGVrDBH2h307Ecw,LU,47.0660357,8.2971932,336.123,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
6XnrjQzlwBt66yd1FSWK3w,LU,47.0665839,8.2967028,327.429,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
583-DJTfAi7v-__wreBI7g,LU,47.0671546,8.2962375,330.09,s8CPgfH4Q36nUp2nMWL23g,2019-03-24T07:29:53.474Z,False
7suKmoN_cfy4y-VueJvJVA,LU,47.0544763,8.2959976,81.054,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
DDinwLrfaqCFy78VBk9X6g,LU,47.0520087,8.2998357,132.503,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
mRa8un0doaUsdYzbxtwRvA,LU,47.051696,8.3003166,140.406,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
ihB_3N5ZW8Z0TQw7B4gaOw,LU,47.0516705,8.3003181,253.689,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
tlI5J5zRh-Sd4nKpVnQy8g,LU,47.0516703,8.3003172,270,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
7Zy4n3gLsSyxdYUfOIp_XQ,LU,47.0515693,8.3004828,133.766,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
IFS21xm0VIaCOLHx-F9lUg,LU,47.0512822,8.3008637,144.667,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
bc758ZKlECdLqTJeK3t64w,LU,47.0508892,8.3012173,151.46,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
4SE4RtEo5IlovEbC5YTsBw,LU,47.0504253,8.3015107,154.49,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
4sPFJfCC2RMOIhGjlvIrLg,LU,47.0499193,8.3018686,154.174,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
SXkGhEbwNvRPos6nIW8k-A,LU,47.0494356,8.3021779,154.103,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
9gx88VXI7LjsLDCEvk413g,LU,47.0489844,8.3024258,163.788,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
ZXozSrQFXyi_wZnhrD7k8g,LU,47.0485538,8.3027038,152.51,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
KT20EYQX03u5dtmEEApkKQ,LU,47.0481024,8.3031201,138.322,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
k1zr1PUP7F-e4Pp_bWyZSw,LU,47.0478004,8.3036162,112.861,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
o-TRqOc3yKrWx7AL194_ZQ,LU,47.0478399,8.3039996,62.5068,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
KCV7Wup5Ex0J35HAwuooeQ,LU,47.0480996,8.304507,55.7666,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
2ifNybxYPL8-pgPrSBwDaA,LU,47.0484321,8.3051538,52.6583,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
zcakfzNeBaiNfVWGtriy9Q,LU,47.0486909,8.3057039,60.0041,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
IdnP_hj6xWb3NxxQsInLKg,LU,47.0488848,8.3061213,48.0243,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
MRiwxjclIsc7uIJEMwNHiw,LU,47.0489059,8.3061456,256.871,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
LV8MdUUvmk6rembIDfQnAg,LU,47.0489205,8.3061609,50.1661,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
Z5H4uX1sThDOnWGhlsJ11A,LU,47.0491451,8.3064666,59.0438,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
zdwcIjNzwjZ3RybCZkUwaw,LU,47.0494013,8.3070155,53.7189,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
9_Khjj_qSrLH3rq6XIztwg,LU,47.0497004,8.3076379,59.7037,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
B-6-t_im1Q52c1r1rb8D2Q,LU,47.0499019,8.3081958,58.395,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
sc3ccHI6vG01tJWf5Uz3yw,LU,47.0501432,8.3086971,56.2258,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
XoPmsIt2wncY8NgYDOAvNA,LU,47.0503311,8.3091012,59.9182,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
X7yHYEg2UaEIGxXdlOci7A,LU,47.050512,8.3094124,15.8269,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
A2mYjjYerPbGhoiZLvb3Qg,LU,47.0507669,8.3094376,351.626,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
_sFUiISo4MVNXgEvh_b4mQ,LU,47.050806,8.3094394,35.9871,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
ar6cUnDnfXpUV6_a5iD7RA,LU,47.0509781,8.3094711,343.286,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
tVhHFxTxzX3C8boRkAU8PQ,LU,47.051312,8.309252,345.063,SzXEHmx3QX2CdRicQvcKUA,2019-03-24T07:17:09.075Z,False
d6vLeJkb62PdqexY-QZ7fg,LU,47.0766074,8.3078501,221.545,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
3-BTacTI-D_2RLE1Tk6-Ig,LU,47.0760617,8.3066789,240.092,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
y6Qn4YMg76kFM3mQ_NxZ8g,LU,47.0756188,8.3056295,236.725,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
SOmGqFD2d5rh2gFwuKGvZg,LU,47.0751594,8.3046054,236.527,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
9JVZ1Ms-I3YBTrfrs8zbVQ,LU,47.0746865,8.3036409,233.097,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
e7CqwjuF8Inl_HVLbB2zag,LU,47.0742146,8.3027611,230.371,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
MyG1cnzsCLo2Rqd3pX_kWQ,LU,47.0737384,8.3019186,230.198,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
wL9wtyJjoMrxlMj24UpgGQ,LU,47.0732776,8.301073,228.934,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
HH-lYYVq6hDGoayMGkBgjA,LU,47.0727583,8.3003496,223.437,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
7zE7NhZkqbtI3g-9v2zUhQ,LU,47.0723331,8.2997054,231.481,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
DjgDXn2YC8NVQ6ad3bbG7g,LU,47.0720791,8.2989777,263.323,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
McXUsN2QY-qmPwTZKlmk3Q,LU,47.0720002,8.2980378,251.122,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
YhGE9LKc15T9X-7gzms-Yw,LU,47.0716061,8.297453,219.923,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
4W37CRRf5bKziUxsx0kQCQ,LU,47.0712923,8.2970019,233.018,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
g_sNYzrGDbzPtsH7QmWBeg,LU,47.0709786,8.2967578,157.269,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
yx7s6cAjTX9WGqCvzGbMoQ,LU,47.0705289,8.2971415,153.371,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
NW6SAaDmcOeSAgNRBUzdiQ,LU,47.0699805,8.2974836,161.467,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
suuK6jjNcMDZ39EUddSPvw,LU,47.0694245,8.297604,186.545,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
X8R8__xfujm0T1E1sLnY5w,LU,47.0688289,8.2973771,204.271,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
RNBEEOYBDKgTaI-Vh1n_dQ,LU,47.068354,8.2969306,219.179,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
-h2tc0MtYJHYbrsuWenoAw,LU,47.0680328,8.2963275,249.919,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
sRx046G2FSGtjqHdKTmaPA,LU,47.0678867,8.2957825,246.24,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
YCYmZsE3zkBWsZ0sug94wg,LU,47.0676782,8.2950877,246.746,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
AI8caU-wI_XfbVypZxF_Dw,LU,47.0674643,8.294333,249.051,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
YlDeB9CcvSHXOMSoHGV3gA,LU,47.0672636,8.2936311,244.124,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
AtyHqLLH-CurIPmSw5heGw,LU,47.0670373,8.2928967,248.712,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
nKO0nVIUvURWQhfyJeRhqg,LU,47.0668364,8.2920812,251.646,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
7c_GeOmGKzdmDYXN_Wc8cQ,LU,47.0666825,8.2914061,248.519,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
kgX1PpUHZTosmTOgTwfeLA,LU,47.0665791,8.290977,257.135,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
mw7czGuTMluoPL8GCEOwIQ,LU,47.0664481,8.2903336,249.563,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
Yfaefu8X5pu3LfUrTtJYuA,LU,47.0661797,8.2896165,235.601,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
bvJMVhzlPKkwX28DAPEVag,LU,47.0658563,8.2890058,231.058,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
gN66feJSOfLsrqfMv_knyA,LU,47.0656078,8.2883735,267.898,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
vB2bWqYyG05kze_p4OtL_w,LU,47.06583,8.2878313,324.491,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
K82eJAr9MZMaP16TSsBpdg,LU,47.066083,8.2875741,307.525,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
CI9P8Db_n7L6NraaUNvq6Q,LU,47.0659646,8.2871331,217.813,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
ZYZ2lBLTHzI3L2CLGfKh_g,LU,47.0654251,8.2865962,209.51,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
blZBku8OD3gIxqfedWI9jg,LU,47.0646771,8.286172,190.652,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
wqWxC58dD2gLa2dsGhfnKQ,LU,47.0639073,8.286115,172.798,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
vGNKr_H_8DsQSufGkNKNiA,LU,47.0631916,8.2863433,164.173,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
h2cDTjaIcrjz3v4sJuDkhQ,LU,47.0624427,8.2866808,160.665,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
griBjcakF0sVo4buyVtHtA,LU,47.061745,8.2870649,158.273,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
4bFc3ZTHn_aM7aiq3rvYaA,LU,47.0610704,8.2874588,157.667,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
qPMgKSVaZz6WKDLzhuGuPQ,LU,47.0603342,8.2879454,152.751,_1cIVVIlQYakVjpRxGkRJA,2019-03-24T07:12:40.141Z,False
RVWoSR5XtOs8dPC6gfPUCQ,LU,47.0508182,8.30711,0,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
IqJVHsHRpRfLxb-nRyRF-g,LU,47.0508783,8.3079562,86.645,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
TCWhKwztb0LUg7rhl4-nSg,LU,47.0509208,8.3091066,107.749,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
BqkeouzgT3QXu_y_JPLirQ,LU,47.0501788,8.309107,230.43,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
88DSrcGJpd_Igoz69poaVA,LU,47.0497851,8.3081624,236.988,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
MuEAWhe0XmthfLnHo1OY-Q,LU,47.0493896,8.3072875,229.449,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
i3wfL7274PJDjBLnzexptw,LU,47.0488679,8.3062194,208.363,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
sjqP3J_Ex0znmcwIR4Sc1Q,LU,47.0482702,8.3051264,241.652,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
DPLb2zrwq6Eic4tFSmC8mQ,LU,47.0479466,8.3039122,313.254,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
o59mpxo8tfgt10vz-C9nmg,LU,47.0487123,8.3033921,329.837,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
rt9hOacMSWMkDQ1JSaSZaw,LU,47.0490106,8.3025761,290.31,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
gWaaQs-_xdt1x_GPIQFAWg,LU,47.0495604,8.3021345,331.013,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
CLLdxIBwtLHSze8V44wgKw,LU,47.0502508,8.3016458,336.814,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
p9iLVviRtv5uEzru_aA4gA,LU,47.0508116,8.3012709,335.409,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
6vWBQF9MKFGSFAJBSPj5XA,LU,47.051358,8.3008785,333.845,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
EiqJ1v3Mp0vhjou8AYLWHA,LU,47.0518979,8.3001253,311.937,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
gCeqqzSQOI8scxLVcVDTFA,LU,47.0524369,8.2992854,314.105,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
4h44HYCsQbghJixcXq3iew,LU,47.0530854,8.2983508,316.68,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
ak0r8N-QdvyHxWvP_Q5Lmw,LU,47.0547425,8.2964612,328.881,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
bA_X5jm14Bmz0-f0EU6xhA,LU,47.0601883,8.2883305,329.991,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
nLMcdlxAHgpluK0wr7ejoQ,LU,47.0610088,8.287716,334.665,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
ZagovCSF2ukG1lS6YNecpQ,LU,47.0621834,8.2870896,342.493,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
d0jp7xmWAbxL9MF1fihO6A,LU,47.0632485,8.2866099,344.24,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
dvAaRrz9F_cnfvUWeYoiHw,LU,47.064589,8.2864994,12.8414,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
FZmBllFsP731nXZZmPXfCg,LU,47.0655268,8.2872254,40.3906,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
0fKDK-qiDx1MXAB06aDy_w,LU,47.0665919,8.2890104,52.4103,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
Cm5ABWWExwybzl2tkX8OUQ,LU,47.0673411,8.2906187,58.5502,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
HSPKIn1XbLimmEE2JIti7A,LU,47.0678643,8.2920928,65.2129,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
O7ASVmHGNz4M-P8AK9B39Q,LU,47.0683556,8.2936582,65.3554,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
hTyS_HKaJS29kd0gluTm-Q,LU,47.0689513,8.2951047,49.7602,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
TRIyncHdUztnRd7Pog1PVg,LU,47.0696986,8.2962648,46.0768,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
ZTGV48MVSlIBqF1vugl-nw,LU,47.0706073,8.2976373,46.3175,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
Ejx5Q_3eLOKsR26x0MIk8A,LU,47.0716036,8.2991719,45.9582,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
i9fjyyGDzvKKZcD7lbEwQg,LU,47.0729556,8.3011605,43.4372,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
A96P6eVx20EgC7OCLixPZA,LU,47.0738441,8.3024859,48.0502,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
3mprzvMpywMnuyv9FgsAlw,LU,47.0746471,8.3039349,54.5256,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
cKZ3m2wCjEPBfENxyG06iQ,LU,47.0755842,8.305989,58.1934,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
Rh8W3lM6eudlRa2NOaolgg,LU,47.076195,8.3074551,59.0165,Fw0x0aLLRSq8_ynvaL3g5A,2019-02-03T11:55:36.618Z,False
0wFS_L53I2s9brE6YtLjWQ,LU,47.0548908,8.2956131,144.383,4w-AQKkWTTSVSXfSgugQPg,2019-02-03T11:06:33.897Z,False
Ky5BvqY7qU4fKzzxfmJRCg,LU,47.0524969,8.2990888,133.017,4w-AQKkWTTSVSXfSgugQPg,2019-02-03T11:06:33.897Z,False
0j2OTo2wmoVvONKZnXGqoA,LU,47.0520646,8.2998415,132.416,4w-AQKkWTTSVSXfSgugQPg,2019-02-03T11:06:33.897Z,False
awS1sC1qtbnLaIXqFYe2tw,LU,47.0514475,8.3007579,143.03,4w-AQKkWTTSVSXfSgugQPg,2019-02-03T11:06:33.897Z,False
P7Zbirk46xZQ-eicYsgFdw,LU,47.0508021,8.3012754,155.352,4w-AQKkWTTSVSXfSgugQPg,2019-02-03T11:06:33.897Z,False
qTK6JLEWondTGeiYChx7CA,LU,47.0501874,8.3016346,141.418,4w-AQKkWTTSVSXfSgugQPg,2019-02-03T11:06:33.897Z,False
WDn3GRzwlz91BudJdolizA,LU,47.0495957,8.3020679,152.943,4w-AQKkWTTSVSXfSgugQPg,2019-02-03T11:06:33.897Z,False
